Call ID,Assistant ID,Squad ID,Customer ID,Customer Name,Customer Number,Customer SIP URI,Customer Extension,Phone Number ID,Ended Reason,Type,Duration,Started At,Ended At,Transcript,Summary,Success Evaluation,Recording URL,Cost,Phone Call Provider,Phone Call Provider ID,Created At,Updated At
019ea25b-75cb-7001-974a-6b657d94c314,f3ea426c-c818-4c51-bdea-93bd5f938a5b,,,,,,,,assistant-said-end-call-phrase,webCall,76,2026-06-07 13:52:43 GMT+0,2026-06-07 13:54:00 GMT+0,"AI: Buongiorno, sono l'assistente virtuale del comune di Cherasco. Posso darle informazioni sui servizi comunali oppure aiutarla a prenotare un appuntamento? Come posso aiutarla?
User: Dare un appuntamento per un cambio residenza il giorno 15 giugno alle ore 9.
AI: Il giorno 15 giugno alle 9 è disponibile per il cambio di residenza.
AI: Mi può dire il suo nome e cognome per la prenotazione?
User: Mario Verde,
AI: Ho capito Mario Verde, è corretto?
User: Sì è corretto.
AI: Procedo a riepilogare. Appuntamento per cambio di residenza presso Anagrafe e Stato Civile. Il giorno 15 giugno alle 9. Nome Mario Verde. Conferma che va bene così?
User: Sì confermo.
AI: L'appuntamento è confermato per il 15 giugno
AI: alle 9 presso Anagrafe e Stato Civile. Il codice di conferma
AI: è uno uno 9 C 2 6 D 8. Grazie arrivederci.
",Mario Verde successfully booked an appointment with the Cherasco municipality for a change of residence. The appointment is scheduled for June 15th at 9 AM at the Anagrafe e Stato Civile office. The AI confirmed the details and provided a confirmation code for the booking.,true,https://storage.vapi.ai/019ea25b-75cb-7001-974a-6b657d94c314-1780840443046-3642a73d-a6b8-4d64-8819-bfccb17be181-mono.wav,0.119,,,2026-06-07 13:52:43 GMT+0,2026-06-07 13:54:05 GMT+0
019ea256-f8dc-7770-a42b-3ea6da49f106,f3ea426c-c818-4c51-bdea-93bd5f938a5b,,,,,,,,customer-ended-call,webCall,101,2026-06-07 13:47:49 GMT+0,2026-06-07 13:49:31 GMT+0,"AI: Buongiorno, sono l'assistente virtuale del comune di Cherasco. Posso darle informazioni sui servizi comunali oppure aiutarla a prenotare un appuntamento? Come posso aiutarla?
User: Prenotare un appuntamento.
AI: Certamente. Per quale servizio le serve la appuntamento? Ad esempio anagrafe e stato civile, autorizzazioni, imprese e commercio, tributi oppure altro?
User: Tributi.
AI: Va bene, per quale giorno desidera fissare l'appuntamento per tributi, finanze e contravvenzioni?
User: Il 15 giugno alle ore 10.
AI: Controllo subito la disponibilità per il 15 giugno alle 10. Un attimo di pazienza.
AI: Per favore.
User: Pronto?
AI: Sì, sono qui. Sto verificando la disponibilità per il 15 giugno alle 10 per tributi, finanze e contravvenzioni.
AI: Un attimo di pazienza, riprovo subito. Sto avendo un problema ad accedere al sistema, riprovo un attimo.
AI: Mi dispiace, sto riscontrando un problema tecnico nel verificare disponibilità degli appuntamenti. Può contattare il comune di Cherasco al numero 0 1 7 2 4 2 7 0 1 0 per fissare la
","The user attempted to book an appointment for ""Tributi"" (taxes) on June 15th at 10 AM with the Cherasco municipality's virtual assistant. However, the AI encountered a technical issue accessing the system and was unable to check availability or complete the booking. The assistant advised the user to call the municipality directly to schedule the appointment.",false,https://storage.vapi.ai/019ea256-f8dc-7770-a42b-3ea6da49f106-1780840174158-864f7892-e277-4bcf-99bf-9730fd16309e-mono.wav,0.1621,,,2026-06-07 13:47:49 GMT+0,2026-06-07 13:49:36 GMT+0
019ea1a7-ae8f-7000-88cc-65008662412b,f3ea426c-c818-4c51-bdea-93bd5f938a5b,,,,,,,,customer-ended-call,webCall,126,2026-06-07 10:36:21 GMT+0,2026-06-07 10:38:28 GMT+0,"AI: Buongiorno, sono l'assistente virtuale del comune di Cherasco. Posso darle informazioni sui servizi comunali oppure aiutarla a prenotare un appuntamento. Come posso aiutarla?
User: Prenotare un appuntamento.
AI: Certamente. Per quale sportello desidera prenotare l'appuntamento? Ad esempio, anagrafe e stato civile, autorizzazioni, imprese e commercio, tributi, finanze e contravvenzioni oppure altro.
User: Imprese e commercio domani alle ore 9.
AI: Per quale giorno vorrebbe fissare l'appuntamento?
User: Domani alle ore 9.
AI: L'appuntamento per impresa e commercio domani alle 9 è disponibile. Mi dice cortesemente il suo nome e cognome?
User: Alberto Bianchi
AI: Ho capito Alberto Bianchi, è corretto.
User: Sì corretto.
AI: Perfetto, riepilogo. Appuntamento per impresa e commercio domani 8 giugno. 2026 alle 9 a nome Alberto Bianchi. Conferma che va bene così?
User: Confermo.
AI: Appuntamento confermato per impresa e commercio.
AI: Domani 8 giugno 2026 alle 9 a nome Alberto Bianchi. Il codice di conferma è B come Bologna 0 6 e comeEmpoli 6 8 5 9.
User: Voglio prenotare un altro appuntamento invece per Anagrafe domani alle ore 9.
AI: Mi dispiace, domani alle 9 non è disponibile per anagrafe e stato
AI: civile. È libero invece alle 10, vuole prenotare per quell'ora?
","The user successfully booked an appointment for ""Imprese e commercio"" for Alberto Bianchi on June 8, 2026, at 9 AM. They then attempted to book a second appointment for ""Anagrafe"" at 9 AM for the same day, but were informed it was unavailable, with the AI offering 10 AM instead before the call ended.",true,https://storage.vapi.ai/019ea1a7-ae8f-7000-88cc-65008662412b-1780828711262-f71249f0-6020-4f68-8090-af49f18f841d-mono.wav,0.2079,,,2026-06-07 10:36:21 GMT+0,2026-06-07 10:38:33 GMT+0
019ea1a5-f19f-7770-9e9b-5a125e732b45,f3ea426c-c818-4c51-bdea-93bd5f938a5b,,,,,,,,customer-ended-call,webCall,107,2026-06-07 10:34:27 GMT+0,2026-06-07 10:36:15 GMT+0,"AI: Buongiorno, sono l'assistente virtuale del comune di Crasco. Posso darle informazioni sui servizi comunali oppure aiutarla a prenotare un appuntamento? Come posso aiutarla?
User: Devo prenotare un appuntamento.
AI: Certamente, per quale servizio le serve l'appuntamento? Ad esempio anagrafe, tributi oppure altro.
User: Ci sono solo questi?
AI: Si può prenotare per anagrafe e stato civile, autorizzazioni, imprese e commercio tributi, finanze e contravvenzioni, oppure altro.
User: Io praticamente 1º vivevo a Milano, adesso mi sono trasferito a Cherasua quindi dovevo fare il cambio indirizzo.
AI: Per il cambio di indirizzo deve prenotare presso l'anagrafe e stato civile. Per quale giorno preferisce l'appuntamento?
User: Domani alle nove:zero.
AI: Mi dispiace, domani alle 9 non è disponibile.
AI: Sono liberi gli orari 10 oppure 12. Quale preferisce?
User: Facciamo domani alle 12 allora.
AI: Perfetto, mi serve il suo nome e cognome per la prenotazione. Può dirmelo?
User: Roberto Rossi
AI: Ho capito Roberto Rossi, è corretto.
User: Sì, corretto.
AI: L'appuntamento è confermato per anagrafe e stato civile,
AI: domani 8 giugno 2026 alle 12 a nome Roberto Rossi. Il codice di conferma è 7 0 4 0 7 3 9 7.
","The user called to book an appointment for a change of address, which the AI assistant identified as falling under ""anagrafe e stato civile."" After an initial time was unavailable, the user successfully scheduled the appointment for tomorrow, June 8th, 2026, at 12:00 PM under the name Roberto Rossi, receiving a confirmation code.",true,https://storage.vapi.ai/019ea1a5-f19f-7770-9e9b-5a125e732b45-1780828578115-0a1eb2bc-173e-4cc7-a52d-3d1fa4be13b5-mono.wav,0.1645,,,2026-06-07 10:34:27 GMT+0,2026-06-07 10:36:20 GMT+0
019ea1a4-1165-7000-8d72-3a6c9e9a121c,f3ea426c-c818-4c51-bdea-93bd5f938a5b,,,,,,,,customer-ended-call,webCall,78,2026-06-07 10:32:24 GMT+0,2026-06-07 10:33:43 GMT+0,"AI: Buongiorno, sono l'assistente virtuale del comune di Cherasco. Posso darle informazioni sui servizi comunali oppure aiutarla a prenotare un appuntamento. Come posso aiutarla?
User: Voglio creare un appuntamento perché devo fare un cambio residenza e domani alle 11.3.
AI: Mi dispiace, le 11.3 di domani non sono disponibili.
AI: Sono liberi gli orari 9, 10.12. Quale preferisce?
User: Facciamo le nuove.
AI: Perfetto, prenoto per domani alle 9. Mi può dire il suo nome e cognome per fissare l'appuntamento?
User: Marta Bianchi.
AI: Ho capito Marta Bianchi, è corretto?
User: Sì, corretto.
AI: L'appuntamento è confermato per domani.
AI: 8 giugno alle 9 presso l'anagrafe e stato civile. A nome Marta Bianchi. Il codice di conferma è AB9 8º A48B.
User: Ciao,
AI: Buongiorno, come posso aiutare
","The user called to book an appointment for a change of residence. After their initial time request was unavailable, they successfully scheduled an appointment for June 8th at 9:00 AM. The appointment was confirmed for Marta Bianchi at the registry office, and a confirmation code was provided.",true,https://storage.vapi.ai/019ea1a4-1165-7000-8d72-3a6c9e9a121c-1780828426356-558c19bb-c6e0-4dde-ae23-c18bd734203e-mono.wav,0.1283,,,2026-06-07 10:32:24 GMT+0,2026-06-07 10:33:48 GMT+0
019ea196-d385-7001-804e-3a15344fb83f,f3ea426c-c818-4c51-bdea-93bd5f938a5b,,,,,,,,customer-ended-call,webCall,51,2026-06-07 10:17:57 GMT+0,2026-06-07 10:18:49 GMT+0,"AI: Buongiorno, sono l'assistente virtuale del comune di Cherasco. Posso darle informazioni sui servizi comunali oppure aiutarla a prenotare un appuntamento. Come posso aiutarla?
User: Voglio prenotare un appuntamento.
AI: Certamente. Per quale sportello desidera prenotare l'appuntamento? Può scegliere tra anagrafe e stato civile? Autorizzazioni, imprese e commercio, tributi, finanze e contravvenzioni, oppure altro.
User: Autorizzazioni.
AI: Va bene, per quale giorno vorrebbe prenotare l'appuntamento?
User: Domani alle undici:zero.
AI: Mi dispiace, l'orario 11 di domani non è disponibile.
AI: Sono liberi 9, 10.12. Quale preferisce?
","The user called the Cherasco municipality's virtual assistant to book an appointment for the ""Autorizzazioni"" department. They requested a slot for tomorrow at 11:00, but this time was unavailable. The AI offered alternative times at 9:00, 10:00, or 12:00.",false,https://storage.vapi.ai/019ea196-d385-7001-804e-3a15344fb83f-1780827531765-370b378b-a194-4baf-b077-59388b2c0ff4-mono.wav,0.0775,,,2026-06-07 10:17:56 GMT+0,2026-06-07 10:18:53 GMT+0
019ea193-ea36-7000-a175-3415ba757bcc,f3ea426c-c818-4c51-bdea-93bd5f938a5b,,,,,,,,customer-ended-call,webCall,183,2026-06-07 10:14:46 GMT+0,2026-06-07 10:17:50 GMT+0,"AI: Buongiorno, sono l'assistente virtuale del comune di Crasco. Posso darle informazioni sui servizi comunali oppure aiutarla a prenotare un appuntamento? Come posso aiutarla?
User: Voglio informazioni sui servizi di Tari.
AI: Mi dispiace, non ho informazioni sui servizi tali.
AI: Può contattare il comune al numero 0 1 7 2. 4 2 7 0 1 0. Vuole sapere altro sui servizi o prenotare un appuntamento?
User: Voglio prenotare un appuntamento.
AI: Certamente, per quale servizio le serve l'appuntamento? Ad esempio, anagrafe e stato civile, autorizzazioni, imprese, e commercio, tributi finanze e contravvenzioni, oppure altro.
User: Altro.
AI: Va bene, per quale giorno desidera l'appuntamento?
User: Domani alle 12.
AI: L'orario delle 12 di domani è disponibile.
AI: Può dirmi il suo nome e cognome per la prenotazione?
User: Mario Nero
AI: Ho capito Mario Nero, è corretto?
User: Sì,
AI: Riepilogo, appuntamento allo sportello Altro domani 8 giugno 2026 alle 12. A nome Mario Nero. Posso procedere?
User: Sì, procede.
AI: L'appuntamento è confermato per domani
AI: 8 giugno 2026 alle 12, sportello altro a nome Mario Nero. Il codice di conferma è 5 8.18 e uno b. Vuole sapere altro?
User: Voglio anche prenotare un appuntamento per permessi domani alle 11.
AI: Certamente, per Messi corrisponde allo sportello autorizzazioni. Procedo a verificare la disponibilità per domani alle 11
User: Sì,
AI: L'orario delle 11 di domani è disponibile. Può dirmi il suo nome e cognome per la prenotazione?
User: Mario Nero.
AI: Ho capito Mario Nero, è corretto?
User: Sì.
AI: Riepilogo appuntamento allo sportello autorizzazione domani 8 giugno 2026 alle 11 a nome Marionero. Procedo.
User: Sì, procedi.
AI: L'appuntamento è confermato per domani 8 giugno giugno 2026 alle 11, sportello autorizzazioni a nome Mario Nero. Il codice di conferma è tra I c c 7º d 7 4. Vuole sapere altro?
User: No grazie ciao.
AI: Grazie a lei e arrivederci e buona giornata.
","The user initially sought information on Tari services, which the AI could not provide, directing them to a phone number instead. Subsequently, the user successfully booked two appointments for Mario Nero for June 8, 2026: one for ""Altro"" services at 12:00 PM and another for ""Permessi"" (Authorizations) at 11:00 AM.",true,https://storage.vapi.ai/019ea193-ea36-7000-a175-3415ba757bcc-1780827472798-a5cb329b-8150-4911-bf24-bd0cd5971879-mono.wav,0.2917,,,2026-06-07 10:14:46 GMT+0,2026-06-07 10:17:55 GMT+0
019ea184-aa3d-7000-a98d-cef93e90a278,f3ea426c-c818-4c51-bdea-93bd5f938a5b,,,,,,,,customer-ended-call,webCall,75,2026-06-07 09:58:06 GMT+0,2026-06-07 09:59:22 GMT+0,"AI: Buongiorno, sono l'assistente virtuale del comune di Crasco. Posso darle informazioni sui servizi comunali oppure aiutarla a prenotare un appuntamento? Come posso aiutarla?
User: Voglio prenotare un appuntamento per domani alle 11 per un cambio di residenza. Alessandro
User: Verdi
AI: Ho capito Alessandro Verdi, è corretto?
User: Sì,
AI: Grazie, confermo. Appuntamento per cambio di residenza. Domani 8 giugno 2026 alle 11. Purtroppo alle 11 non è disponibile, sono liberi le 9, le 10 e le 12. Quale preferisce?
User: Le 9.
AI: Perfetto, riepilogo. Appuntamento per cambio di residenza, domani 8 giugno 2026 alle 9 a nome di Alessandro Verdi. Conferma che va bene così.
User: Sì, confermo.
AI: Appuntamento confermato per il cambio di residenza domani
AI: 8 giugno 2026 alle 9. Il codice di conferma è uno 7º 8345. Serve altro,
","The user, Alessandro Verdi, called to book an appointment for a change of residence. After the initial requested time of 11 AM was unavailable, the user successfully scheduled and confirmed the appointment for tomorrow, June 8, 2026, at 9 AM. A confirmation code was provided for the booking.",true,https://storage.vapi.ai/019ea184-aa3d-7000-a98d-cef93e90a278-1780826364632-8540c5c9-15fb-421e-97e4-0fa85d49d1e2-mono.wav,0.1183,,,2026-06-07 09:58:06 GMT+0,2026-06-07 09:59:26 GMT+0
019ea183-94c8-7001-8e53-f3511973bd5a,f3ea426c-c818-4c51-bdea-93bd5f938a5b,,,,,,,,customer-ended-call,webCall,61,2026-06-07 09:56:55 GMT+0,2026-06-07 09:57:57 GMT+0,"AI: Buongiorno, sono l'assistente virtuale del comune di Chiarasco. Posso darle informazioni sui servizi comunali oppure aiutarla a prenotare un appuntamento? Come posso aiutarla?
User: Voglio fare un un appuntamento per domani alle ore 11 per un cambio di residenza, nome Mario Bianchi.
AI: Per domani 8 giugno 2026 alle 11 il cambio di residenza è disponibile.
AI: Conferma che vuole fissare l'appuntamento per domani alle 11 per cambio di residenza a nome Mario Bianchi.
User: Sì confermo.
AI: L'appuntamento è confermato per domani 8 giugno 2026 alle 11 per cambio di residenza a nome Mario Bianchi.
AI: Il codice di conferma è 9 1 2 f 0 b b 4.
","The user successfully booked an appointment for a change of residence for Mario Bianchi. The appointment is confirmed for tomorrow, June 8, 2026, at 11 AM. A confirmation code (912f0bb4) was provided for the booking.",true,https://storage.vapi.ai/019ea183-94c8-7001-8e53-f3511973bd5a-1780826279755-4604820f-4b22-4de0-b1af-650265673dac-mono.wav,0.0902,,,2026-06-07 09:56:55 GMT+0,2026-06-07 09:58:01 GMT+0
